booking_date,arrival_date,departure_date,length_of_stay,num_guests,room_type,guest_type,purpose_of_visit,loyalty_program,previous_cancellations,reservation_status,deposit_type,total_cost,payment_method,hotel_type,number_of_rooms,facilities,lead_time,seasonality,cancellation_date,reason_for_cancellation,lead_time_at_cancellation,guest_age,guest_nationality,property_rating,distance_to_attractions,day_of_week,time_of_day_booking,time_of_day_cancellation,gdp,inflation_rate,presence_of_event,event_date,temperature,precipitation,competitor_price
2024-03-26,2024-04-16,2024-04-18,2,1,double,group,business,False,1.3984547075143228,['checkout'],cash,1540.3796839521567,credit_card,motel,1,['wifi'],21,April,,,,62,GHA,2,9.337890402079953,Tuesday,17:12:40,01:31:04,5681.273776275264,0.059289660823619125,False,2024-04-29,3.615017805115791,none,1540.3796839521567
2024-04-06,2024-04-11,2024-04-21,10,1,suite,corporate,business,False,18.100335400031376,['checkout'],cash,1934.0216222441557,debit_card,resort,1,"['kids club', 'restaurant', 'spa', 'restaurant', 'pool']",5,April,,,,39,GHA,3,8.044241232511299,Thursday,16:58:27,06:36:33,6054.051796916717,0.02797481788544086,True,2024-05-21,3.0300925920235287,light,1934.0216222441557
2024-04-05,2024-04-14,2024-04-20,6,2,double,individual,leisure,True,6.640063430228686,['checkout'],cash,10902.616334569824,debit_card,resort,2,"['spa', 'spa']",9,April,,,,75,KIR,1,4.1924158122400526,Sunday,11:52:02,01:12:26,9979.08035766012,0.03206801275588464,True,2024-05-19,34.112876623323,moderate,10902.616334569824
2024-04-05,2024-04-21,2024-04-26,5,4,double,individual,business,False,3.036070950956835,['cancelled'],no_deposit,13640.309446392033,cash,motel,4,"['parking', 'wifi']",16,April,,,,72,VAT,1,7.692705244151648,Sunday,04:58:09,05:16:12,5363.245796877459,0.011254950072166571,True,2024-05-19,-7.237501595538545,moderate,13640.309446392033
2024-04-05,2024-05-05,2024-05-12,7,4,suite,group,business,False,16.94082487858692,['cancelled'],credit_card,9088.955437935452,debit_card,city hotel,2,"['business center', 'business center', 'restaurant']",30,May,,,,41,PSE,3,7.300110498557683,Sunday,20:38:43,04:48:42,8320.973602090617,0.08459448097329551,False,2024-05-07,42.33083026656584,heavy,9088.955437935452
2024-04-03,2024-04-21,2024-04-25,4,2,double,individual,leisure,False,15.706794963499068,['cancelled'],credit_card,4046.761982167631,cash,city hotel,2,['restaurant'],18,April,,,,74,CAN,2,3.9061276766934396,Sunday,17:49:19,06:31:02,8137.055293438996,0.02961906666446802,True,2024-04-26,-3.590436024480966,light,4046.761982167631
2024-04-05,2024-04-25,2024-04-29,4,1,suite,group,other,True,5.828708124475169,['checkout'],credit_card,4910.204999342387,debit_card,city hotel,1,"['restaurant', 'gym']",20,April,,,,21,PNG,5,2.023196604569663,Thursday,23:43:11,02:45:11,5581.111364366677,0.06773954553850582,True,2024-05-08,21.27253884904018,none,4910.204999342387
2024-04-16,2024-04-30,2024-05-05,5,1,single,individual,leisure,False,0.3686586422080773,['checkout'],no_deposit,14190.69766620669,debit_card,motel,1,['parking'],14,April,,,,44,DNK,2,8.784177263474021,Tuesday,07:51:26,13:43:14,7139.638071536057,0.05711691321062153,False,2024-05-05,-1.274376629887179,heavy,14190.69766620669
2024-03-29,2024-04-27,2024-05-03,6,4,double,individual,leisure,False,17.76700550225612,['checkout'],credit_card,9373.250925380642,cash,city hotel,4,['restaurant'],29,April,,,,75,COD,5,8.395117103342479,Saturday,23:04:55,05:57:45,7711.424841984557,0.03971766078937742,False,2024-05-05,44.40694918612668,heavy,9373.250925380642
2024-04-18,2024-04-30,2024-05-03,3,3,suite,corporate,business,False,12.738153182320932,['checkout'],cash,16685.294139150777,credit_card,motel,1,"['parking', 'wifi']",12,April,2024-04-24,unforeseen circumstances,6.0,57,LAO,5,3.76260031535266,Tuesday,07:48:06,20:02:56,2941.751472088784,0.06221081312278415,True,2024-04-30,-1.5410744704738466,none,16685.294139150777
2024-04-14,2024-05-01,2024-05-04,3,2,double,individual,leisure,True,7.768831958874607,['cancelled'],credit_card,6006.764152520681,cash,motel,2,"['parking', 'parking']",17,May,,,,22,CYP,2,5.210351414398482,Wednesday,18:23:10,15:39:35,7433.815418831228,0.05247538561230087,False,2024-05-17,4.142256417297629,moderate,6006.764152520681
2024-04-16,2024-05-11,2024-05-12,1,3,double,group,business,False,12.050429036816123,['cancelled'],credit_card,15319.969638236224,credit_card,resort,3,['restaurant'],25,May,,,,43,CAF,5,2.0035419602378086,Saturday,10:28:24,15:33:11,4988.651807079321,0.0788232213985851,False,2024-04-27,37.51186560844958,moderate,15319.969638236224
2024-04-09,2024-04-30,2024-05-05,5,2,double,individual,leisure,True,3.366428265153736,['checkout'],credit_card,14368.925254110725,debit_card,motel,2,"['parking', 'wifi']",21,April,,,,64,GUY,3,7.953450696174367,Tuesday,03:02:14,10:22:40,5373.2432339915795,0.042377326209062066,False,2024-05-10,13.389813029282248,light,14368.925254110725
2024-04-21,2024-05-10,2024-05-18,8,3,double,group,business,True,17.934958867999686,['checkout'],credit_card,7214.689319215515,debit_card,city hotel,3,['business center'],19,May,,,,57,THA,5,2.206071126895592,Friday,02:18:27,15:21:54,4726.554422796797,0.04321520666213478,False,2024-05-14,43.535034033781784,light,7214.689319215515
2024-03-29,2024-04-05,2024-04-07,2,2,suite,corporate,business,True,18.711584305471984,['cancelled'],credit_card,12688.272023506663,credit_card,motel,1,['parking'],7,April,,,,53,SEN,4,3.3629727505958775,Friday,16:06:34,17:15:19,1488.1616846300672,0.038443980040962306,False,2024-05-13,33.431810843589176,moderate,12688.272023506663
2024-04-04,2024-04-26,2024-04-29,3,4,suite,individual,other,True,0.9338075567057103,['checkout'],no_deposit,18787.549064318802,debit_card,resort,2,['gym'],22,April,,,,57,MLI,4,3.365492395104472,Friday,12:47:49,23:32:47,2330.230410545768,0.019964775736264297,False,2024-05-17,7.606858496918257,heavy,18787.549064318802
2024-04-03,2024-04-15,2024-04-22,7,4,single,corporate,business,False,10.560106471446737,['checkout'],credit_card,3630.3507483481626,cash,resort,4,['gym'],12,April,2024-04-09,change of plans,6.0,49,TON,2,1.0880782515175704,Monday,07:28:57,13:57:55,8689.263798595044,0.07047525873879565,True,2024-05-13,44.04701079301665,none,3630.3507483481626
2024-04-06,2024-04-13,2024-04-22,9,2,suite,corporate,business,True,3.0957454142248864,['cancelled'],credit_card,18759.772770534426,cash,city hotel,1,"['restaurant', 'business center']",7,April,,,,30,DEU,2,3.88615093130457,Saturday,21:11:33,09:45:36,3693.694197402224,0.08258205144798954,True,2024-05-14,32.502716872124594,light,18759.772770534426
2024-04-05,2024-04-29,2024-05-03,4,1,single,group,business,True,2.3901025496508077,['cancelled'],credit_card,15308.47794223538,credit_card,resort,1,"['spa', 'restaurant', 'spa']",24,April,2024-04-11,financial reasons,6.0,46,URY,2,1.5193945439116971,Monday,12:10:25,09:18:55,6515.082265276688,0.08129177718412946,True,2024-05-03,21.98550217159941,light,15308.47794223538
2024-04-11,2024-05-05,2024-05-13,8,1,suite,corporate,business,True,13.325976963102404,['cancelled'],no_deposit,3973.987186673048,credit_card,resort,1,"['kids club', 'spa', 'spa', 'spa']",24,May,,,,49,CUB,1,9.066399659700703,Sunday,10:20:43,16:16:10,1031.7856319909909,0.09757568148006511,True,2024-05-08,29.42838843641632,heavy,3973.987186673048
2024-04-20,2024-05-05,2024-05-15,10,2,double,corporate,business,False,3.5699394019958164,['cancelled'],cash,4093.789564153335,debit_card,city hotel,2,"['restaurant', 'restaurant', 'restaurant']",15,May,,,,66,ATG,5,3.5939505757256094,Sunday,00:03:30,10:20:19,2139.5011483686685,0.024875839471237594,False,2024-04-30,21.32976153268778,moderate,4093.789564153335
2024-04-11,2024-05-07,2024-05-15,8,1,single,group,other,False,10.449793478798428,['checkout'],credit_card,11073.544985482491,cash,motel,1,['wifi'],26,May,,,,38,BRA,3,5.970082891275295,Tuesday,03:10:35,11:02:54,1083.623080092797,0.011643249309693671,True,2024-05-04,40.79391466276668,light,11073.544985482491
2024-04-08,2024-04-09,2024-04-15,6,4,suite,group,leisure,True,10.82556329837766,['cancelled'],cash,1413.0955255509305,debit_card,city hotel,2,['gym'],1,April,2024-04-18,financial reasons,10.0,27,ZMB,4,7.217184646516075,Tuesday,05:54:02,10:58:03,5112.276544070566,0.081826925679442,True,2024-05-02,23.44242966870506,light,1413.0955255509305
2024-04-14,2024-04-27,2024-04-30,3,4,single,group,leisure,True,11.443858262352062,['checkout'],no_deposit,17880.507062609664,credit_card,resort,4,"['kids club', 'spa', 'spa', 'restaurant', 'spa']",13,April,,,,73,RWA,5,8.876913463387822,Saturday,00:24:06,08:55:21,3715.415365839697,0.05268129955807012,True,2024-04-26,-4.321215533977024,moderate,17880.507062609664
2024-04-20,2024-05-17,2024-05-24,7,2,single,corporate,business,False,9.175537507655553,['checkout'],cash,7459.791951334057,debit_card,motel,2,['wifi'],27,May,,,,50,GNB,1,0.44920792576604474,Friday,17:44:35,14:03:22,1652.02506844559,0.08965834247076482,True,2024-05-08,12.901483247256902,heavy,7459.791951334057
2024-04-12,2024-05-03,2024-05-12,9,3,single,group,other,False,5.048999078145715,['cancelled'],cash,17677.454563978055,cash,city hotel,3,"['gym', 'restaurant', 'gym']",21,May,2024-04-13,financial reasons,1.0,40,LVA,1,7.970239703010625,Friday,10:20:12,08:37:53,7305.282020938273,0.0554445254770903,False,2024-05-13,-1.108196619866309,none,17677.454563978055
2024-04-06,2024-04-07,2024-04-14,7,3,double,corporate,business,False,11.297056446911666,['checkout'],cash,10278.463398728729,credit_card,resort,3,['kids club'],1,April,,,,26,VNM,2,5.144010498516287,Sunday,19:18:05,06:13:35,5858.144952667491,0.013243527238183285,True,2024-05-02,1.5346699473706238,heavy,10278.463398728729
2024-04-16,2024-04-18,2024-04-27,9,3,suite,corporate,business,True,16.40906213800156,['checkout'],cash,10752.505973409183,cash,city hotel,1,"['business center', 'business center']",2,April,,,,78,BRA,3,8.031507300694853,Thursday,16:00:58,06:28:34,7847.366731938598,0.0305234429998199,False,2024-05-14,-1.8683380048340865,heavy,10752.505973409183
2024-04-07,2024-04-16,2024-04-19,3,2,single,individual,leisure,False,11.124366311225584,['cancelled'],cash,9031.373192181907,debit_card,motel,2,"['wifi', 'wifi']",9,April,,,,56,CRI,2,1.2591896617300755,Tuesday,16:49:22,10:26:54,2746.890316384566,0.04744156774402084,True,2024-04-26,42.23692532399844,light,9031.373192181907
2024-04-19,2024-05-16,2024-05-26,10,4,suite,individual,other,False,9.6520219702711,['cancelled'],no_deposit,19717.049220176654,cash,resort,2,"['restaurant', 'pool']",27,May,,,,32,GNQ,5,0.8453456854820609,Thursday,21:10:56,20:49:47,7373.726155458712,0.016927757513620377,True,2024-04-26,32.15354507230163,heavy,19717.049220176654
2024-04-18,2024-04-27,2024-04-28,1,4,single,group,other,True,15.50077805079918,['checkout'],credit_card,13808.813513062596,credit_card,city hotel,4,"['restaurant', 'business center']",9,April,,,,53,CRI,3,3.5525514718600113,Saturday,13:26:40,00:31:16,6707.222379835449,0.01095965781019791,True,2024-05-19,34.170485493679834,none,13808.813513062596
2024-03-27,2024-04-17,2024-04-20,3,4,double,corporate,business,False,2.0852349018628358,['checkout'],cash,2812.1744321464334,debit_card,motel,4,['wifi'],21,April,2024-03-29,unforeseen circumstances,2.0,20,CMR,1,8.211479416772152,Wednesday,09:14:18,15:10:45,5355.4884589846815,0.05247061674787097,True,2024-04-27,-8.131044694768072,moderate,2812.1744321464334
2024-03-30,2024-04-21,2024-04-26,5,1,double,group,business,False,1.5033864910014216,['cancelled'],cash,11238.624432779603,credit_card,resort,1,"['kids club', 'spa', 'gym', 'spa']",22,April,,,,43,HUN,3,3.764349797754304,Sunday,04:48:26,15:53:11,6849.315482665922,0.05010111702357563,False,2024-05-02,16.373785016939454,heavy,11238.624432779603
2024-04-12,2024-05-07,2024-05-13,6,3,double,individual,business,True,9.997526078829825,['cancelled'],credit_card,15806.193152010936,debit_card,motel,3,"['wifi', 'wifi']",25,May,,,,48,GRC,3,9.676665024573518,Tuesday,09:22:52,06:34:10,4250.562106618124,0.07801355049970421,False,2024-05-12,7.224468967633182,none,15806.193152010936
2024-04-17,2024-05-09,2024-05-19,10,4,suite,group,other,True,14.809107930814855,['cancelled'],cash,6862.383126921527,credit_card,motel,2,['wifi'],22,May,,,,29,WSM,3,7.8102191708001705,Thursday,12:41:19,19:16:18,1167.1351099862518,0.04470674709114767,False,2024-05-07,6.597154653802573,light,6862.383126921527
2024-03-28,2024-04-03,2024-04-04,1,4,suite,individual,other,False,7.03798720524492,['checkout'],credit_card,12952.79688863839,debit_card,motel,2,"['parking', 'parking']",6,April,,,,45,AUS,2,3.3825420519395006,Wednesday,15:28:51,20:06:17,9904.848186597867,0.0238676626931333,True,2024-05-09,12.177140437659599,heavy,12952.79688863839
2024-03-26,2024-04-18,2024-04-26,8,1,suite,individual,leisure,True,12.325639181732368,['checkout'],cash,5254.87397744365,credit_card,city hotel,1,"['restaurant', 'business center', 'restaurant']",23,April,,,,24,PSE,5,8.461908937750929,Thursday,17:01:36,11:05:15,7285.3333998392945,0.08347743920490905,False,2024-05-06,26.092541112415127,heavy,5254.87397744365
2024-04-03,2024-04-27,2024-05-04,7,4,double,corporate,business,False,5.360340486710133,['checkout'],credit_card,13473.715370306976,debit_card,motel,4,"['parking', 'wifi']",24,April,,,,33,PSE,2,0.6476396953140781,Saturday,17:44:24,14:41:23,1630.2659543283607,0.022414541367781746,False,2024-04-25,24.08149183934858,heavy,13473.715370306976
2024-04-11,2024-05-08,2024-05-14,6,3,suite,corporate,business,False,10.659367571173417,['cancelled'],cash,650.9176112181328,credit_card,city hotel,1,"['restaurant', 'gym', 'business center']",27,May,,,,73,IRN,2,6.197982012240202,Wednesday,01:01:58,08:00:45,8697.397659555209,0.05730793728622459,False,2024-05-20,43.53776225162814,light,650.9176112181328
2024-04-20,2024-05-08,2024-05-13,5,4,suite,individual,business,False,14.740571505174849,['checkout'],cash,5656.927051217655,debit_card,motel,2,"['parking', 'parking']",18,May,,,,31,TUR,1,0.7162816389920379,Wednesday,08:26:59,04:42:52,5553.069193872239,0.09007588398455225,False,2024-04-25,37.79588353586381,none,5656.927051217655
2024-03-31,2024-04-24,2024-05-02,8,4,suite,individual,other,False,4.453313140443724,['checkout'],no_deposit,3218.3335808825213,credit_card,city hotel,2,"['business center', 'restaurant', 'restaurant']",24,April,,,,55,SWE,4,8.28346371124618,Wednesday,22:57:25,14:58:25,5861.589342712349,0.05524827506566155,False,2024-05-06,30.951665027901008,none,3218.3335808825213
2024-04-07,2024-04-30,2024-05-04,4,1,single,group,other,False,14.468018877415616,['cancelled'],credit_card,13917.1732423476,debit_card,resort,1,"['spa', 'restaurant']",23,April,,,,66,PLW,3,8.69686274956949,Tuesday,01:14:07,12:14:25,1005.5321913913086,0.08590561417860686,True,2024-04-24,27.54004024973821,moderate,13917.1732423476
2024-03-23,2024-03-30,2024-04-08,9,1,suite,corporate,business,False,12.838241767327434,['cancelled'],cash,13444.876829277848,credit_card,city hotel,1,"['restaurant', 'business center']",7,March,,,,23,SWE,3,3.8261524875196327,Saturday,05:54:06,13:07:08,9099.524356840317,0.014155399957424392,True,2024-05-06,12.681872042145002,moderate,13444.876829277848
2024-04-09,2024-05-08,2024-05-09,1,1,double,individual,other,True,8.51710582675546,['checkout'],credit_card,17216.21659617887,debit_card,resort,1,"['kids club', 'kids club', 'kids club', 'restaurant', 'restaurant']",29,May,,,,18,CHN,5,0.430430318913941,Wednesday,08:16:41,11:11:50,1235.7011619424356,0.06716160092850562,False,2024-05-14,40.617025296586974,heavy,17216.21659617887
2024-04-03,2024-04-27,2024-04-29,2,1,suite,group,other,True,14.714246403055832,['checkout'],cash,7700.010852195108,cash,motel,1,['wifi'],24,April,2024-04-05,financial reasons,2.0,49,GUY,2,4.8887887122562015,Saturday,21:58:36,23:47:22,8825.10088825514,0.04067111662191855,True,2024-05-11,39.788651706059106,none,7700.010852195108
2024-04-04,2024-05-03,2024-05-10,7,1,double,individual,other,False,12.45434081493931,['checkout'],credit_card,17979.620556350656,debit_card,motel,1,"['wifi', 'parking']",29,May,,,,63,BLZ,1,2.4447641731019405,Friday,07:01:19,01:11:24,8631.714011304013,0.06119128790686826,True,2024-05-10,42.22376715129249,light,17979.620556350656
2024-04-17,2024-05-12,2024-05-13,1,3,double,group,leisure,True,12.73316214002425,['checkout'],no_deposit,12611.685987275076,credit_card,motel,3,['parking'],25,May,,,,58,CZE,5,3.247535945395016,Sunday,19:46:34,03:23:37,6303.790951979579,0.03931231264480978,False,2024-05-21,33.605362690358604,moderate,12611.685987275076
2024-04-10,2024-05-09,2024-05-19,10,4,double,group,leisure,True,6.3451253348592935,['checkout'],cash,15347.946595421758,credit_card,city hotel,4,['gym'],29,May,,,,18,TJK,1,2.3299042383471096,Thursday,10:00:04,09:33:08,3055.8066094054675,0.039857511384135194,False,2024-05-14,20.23499405175081,moderate,15347.946595421758
2024-04-18,2024-05-14,2024-05-22,8,1,single,corporate,business,False,8.42763957482214,['cancelled'],cash,17625.94980737932,debit_card,resort,1,"['pool', 'spa', 'spa']",26,May,,,,41,TWN,5,9.727852088057745,Tuesday,08:35:40,01:32:40,8620.455220287833,0.0726107780781144,False,2024-04-26,3.503316521184308,none,17625.94980737932
2024-04-15,2024-04-19,2024-04-22,3,2,double,group,other,False,15.808392841519016,['cancelled'],no_deposit,5684.97271672545,cash,motel,2,['parking'],4,April,,,,59,OMN,2,3.8343233759101523,Friday,22:54:52,14:01:01,8527.035422447694,0.04582571082795279,True,2024-04-29,21.680049236518368,moderate,5684.97271672545
2024-03-31,2024-04-15,2024-04-25,10,1,double,individual,leisure,False,19.68085390786643,['cancelled'],credit_card,711.9764286935185,cash,city hotel,1,['business center'],15,April,,,,30,CAF,5,7.5875070843376395,Monday,21:22:15,02:07:21,1716.473856129901,0.08264850540306957,False,2024-04-23,24.551002041234597,none,711.9764286935185
2024-04-17,2024-04-22,2024-05-02,10,3,double,group,other,True,17.170178621214337,['cancelled'],credit_card,7364.045579741754,cash,motel,3,"['wifi', 'parking']",5,April,2024-04-27,change of plans,10.0,63,ISR,2,9.218870748939187,Monday,18:11:12,14:01:39,2151.6106269921256,0.032176484650669586,True,2024-05-05,1.7495741155016127,moderate,7364.045579741754
2024-04-20,2024-05-20,2024-05-28,8,4,single,individual,other,True,13.237915804517879,['checkout'],no_deposit,5297.179586493682,credit_card,resort,4,"['spa', 'kids club', 'gym', 'pool', 'gym']",30,May,,,,66,GNB,5,8.248616003962871,Monday,04:57:19,02:46:45,3100.4028486857856,0.08048203462429342,False,2024-04-30,37.64282699242324,none,5297.179586493682
2024-03-25,2024-04-22,2024-04-30,8,1,single,individual,leisure,False,4.934681914624097,['cancelled'],no_deposit,3564.2834009543644,credit_card,resort,1,"['gym', 'restaurant', 'restaurant']",28,April,,,,71,AFG,3,9.992042057185037,Monday,19:55:50,16:04:35,1428.1816646612042,0.010786786435731211,False,2024-05-02,11.141618806685575,heavy,3564.2834009543644
